Accession	Organism_Name	GenBank_RefSeq	Release_Date	Isolate	Species	Genus	Family	Length	Nuc_Completeness	Genotype	Segment	Country	Host	Tissue_Specimen_Source	Collection_Date	GenBank_Title
NC_030118	Tobacco mosqueado virus	RefSeq	2016-05-16	RS-01	Potyvirus nicotianamaculae	Potyvirus	Potyviridae	9896	complete			Brazil	Nicotiana tabacum		2013-11-18	Tobacco mosqueado virus isolate RS-01, complete genome
NC_030119	Bovine faeces associated smacovirus 2	RefSeq	2016-05-16	23_Fec30587_cow	Porprismacovirus bovas1	Porprismacovirus	Smacoviridae	2755	complete			New Zealand	Bos taurus	feces	2012	Bovine faeces associated smacovirus 2 isolate 23_Fec30587_cow, complete sequence
NC_030120	Sheep faeces associated smacovirus 3	RefSeq	2016-05-16	47_Fec58091_sheep	Porprismacovirus sheas3	Porprismacovirus	Smacoviridae	2608	complete			New Zealand	Ovis aries	feces	2012	Sheep faeces associated smacovirus 3 isolate 47_Fec58091_sheep, complete sequence
NC_030121	Sheep faeces associated smacovirus 1	RefSeq	2016-05-16	47_Fec58729_sheep	Porprismacovirus sheas1	Porprismacovirus	Smacoviridae	2861	complete			New Zealand	Ovis aries	feces	2012	Sheep faeces associated smacovirus 1 isolate 47_Fec58729_sheep, complete sequence
NC_030122	Sheep faeces associated smacovirus 2	RefSeq	2016-05-16	47_Fec60415_sheep	Porprismacovirus sheas2	Porprismacovirus	Smacoviridae	2712	complete			New Zealand	Ovis aries	feces	2012	Sheep faeces associated smacovirus 2 isolate 47_Fec60415_sheep, complete sequence
NC_030123	Bovine faeces associated smacovirus 3	RefSeq	2016-05-16	48_Fec5_cow	Bovismacovirus bovas2	Bovismacovirus	Smacoviridae	2623	complete			New Zealand	Bos taurus	feces	2012	Bovine faeces associated smacovirus 3 isolate 48_Fec5_cow, complete sequence
NC_030124	Bovine faeces associated smacovirus 1	RefSeq	2016-05-16	48_Fec59973_cow	Bonzesmacovirus bovas1	Bonzesmacovirus	Smacoviridae	2723	complete			New Zealand	Bos taurus	feces	2012	Bovine faeces associated smacovirus 1 isolate 48_Fec59973_cow, complete sequence
NC_030125	Bovine faeces associated smacovirus 5	RefSeq	2016-05-16	48_Fec9_cow	Drosmacovirus bovas1	Drosmacovirus	Smacoviridae	2468	complete			New Zealand	Bos taurus	feces	2012	Bovine faeces associated smacovirus 5 isolate 48_Fec9_cow, complete sequence
NC_030126	Porcine associated porprismacovirus 10	RefSeq	2016-05-16	49_Fec25_pig	Porcine associated porprismacovirus 10	Porprismacovirus	Smacoviridae	2684	complete			New Zealand	Sus scrofa domesticus	feces	2012	Porcine associated porprismacovirus 10 isolate 49_Fec25_pig, complete genome
NC_030127	Porcine stool-associated circular virus	RefSeq	2016-05-16	56_Coc3310_hare	Porcine stool-associated circular virus	Porprismacovirus	Smacoviridae	2589	complete			New Zealand	Lepus europaeus	feces	2011	Porcine stool-associated circular virus isolate 56_Coc3310_hare, complete sequence
NC_030128	Bovine faeces associated smacovirus 4	RefSeq	2016-05-16	GP3_45917_cow	Cosmacovirus bovas1	Cosmacovirus	Smacoviridae	2645	complete			New Zealand	Bos taurus	feces	2013	Bovine faeces associated smacovirus 4 isolate GP3_45917_cow, complete sequence
NC_030129	Bovine faeces associated smacovirus 6	RefSeq	2016-05-16	GP3_46075_cow	Bostasmacovirus bovas1	Bostasmacovirus	Smacoviridae	2568	complete			New Zealand	Bos taurus	feces	2013	Bovine faeces associated smacovirus 6 isolate GP3_46075_cow, complete sequence
NC_030130	Bovine faeces associated circular DNA virus 1	RefSeq	2016-05-16	GP3-46075_cow2	Bovine faeces associated circular DNA virus 1			3060	complete			New Zealand	Bos taurus	feces	2013	Bovine faeces associated circular DNA virus 1 isolate GP3-46075_cow2, complete sequence
NC_030131	Duck faeces associated circular DNA virus 1	RefSeq	2016-05-16	7_Fec4_duck	Duck faeces associated circular DNA virus 1			2750	complete			New Zealand	Anas platyrhynchos	feces	2012	Duck faeces associated circular DNA virus 1 isolate 7_Fec4_duck, complete sequence
NC_030132	Deer faeces associated circular DNA virus 1	RefSeq	2016-05-16	26_Fec35810_deer	Deer faeces associated circular DNA virus 1			2355	complete			New Zealand	Dama dama	feces	2012	Deer faeces associated circular DNA virus 1 isolate 26_Fec35810_deer, complete sequence
NC_030133	Duck faeces associated circular DNA virus 2	RefSeq	2016-05-16	4_Fec60467_duck	Duck faeces associated circular DNA virus 2			1845	complete			New Zealand	Anas platyrhynchos	feces	2011	Duck faeces associated circular DNA virus 2 isolate 4_Fec60467_duck, complete sequence
NC_030134	Duck faeces associated circular DNA virus 3	RefSeq	2016-05-16	4_Fec60467_duck2	Duck faeces associated circular DNA virus 3			1856	complete			New Zealand	Anas platyrhynchos	feces	2011	Duck faeces associated circular DNA virus 3 isolate 4_Fec60467_duck2, complete sequence
NC_030135	Llama faeces associated circular DNA virus-1	RefSeq	2016-05-16	29_llama	Llama faeces associated circular DNA virus-1			2002	complete			New Zealand	Lama glama	feces	2012	Llama faeces associated circular DNA virus-1 isolate 29_llama, complete sequence
NC_030136	Chamois faeces associated circular DNA virus 1	RefSeq	2016-05-16	62_chamois	Chamois faeces associated circular DNA virus 1			2684	complete			New Zealand	Rupicapra rupicapra	feces	2011	Chamois faeces associated circular DNA virus 1 isolate 62_chamois, complete sequence
NC_030137	Bovine faeces associated circular DNA virus 2	RefSeq	2016-05-16	48_Fec10_cow	Bovine faeces associated circular DNA virus 2			2782	complete			New Zealand	Bos taurus	feces	2012	Bovine faeces associated circular DNA virus 2 isolate 48_Fec10_cow, complete sequence
NC_030138	Faeces associated gemycircularvirus 14	RefSeq	2016-05-16	4_Fec7_duck	Gemygorvirus malas1	Gemygorvirus	Genomoviridae	2194	complete			New Zealand	Anas platyrhynchos	feces	2012	Faeces associated gemycircularvirus 14 isolate 4_Fec7_duck, complete sequence
NC_030139	Sewage associated gemycircularvirus 3	RefSeq	2016-05-16	27_BS14149_chicken	Gemykibivirus sewopo1	Gemykibivirus	Genomoviridae	2136	complete			New Zealand	Gallus gallus	feces	2012	Sewage associated gemycircularvirus 3 isolate 27_BS14149_chicken, complete sequence
NC_030140	Faeces associated gemycircularvirus 17	RefSeq	2016-05-16	27_Fec16497_chicken	Gemycircularvirus chicas2	Gemycircularvirus	Genomoviridae	2230	complete			New Zealand	Gallus gallus	feces	2012	Faeces associated gemycircularvirus 17 isolate 27_Fec16497_chicken, complete sequence
NC_030141	Faeces associated gemycircularvirus 20	RefSeq	2016-05-16	27_Fec79971_chicken	Gemycircularvirus chicas1	Gemycircularvirus	Genomoviridae	2247	complete			New Zealand	Gallus gallus	feces	2012	Faeces associated gemycircularvirus 20 isolate 27_Fec79971_chicken, complete sequence
NC_030142	Lama associated gemycircularvirus 1	RefSeq	2016-05-16	29_Fec80018_llama	Gemycircularvirus lamas1	Gemycircularvirus	Genomoviridae	2125	complete			New Zealand	Lama glama	feces	2012	Lama associated gemycircularvirus 1 isolate 29_Fec80018_llama, complete sequence
NC_030143	Faeces associated gemycircularvirus 18	RefSeq	2016-05-16	30_Fec80061_horse	Gemycircularvirus equas1	Gemycircularvirus	Genomoviridae	2240	complete			New Zealand	Equus ferus	feces	2012	Faeces associated gemycircularvirus 18 isolate 30_Fec80061_horse, complete sequence
NC_030144	Faeces associated gemycircularvirus 16	RefSeq	2016-05-16	47_Fec80064_sheep	Gemycircularvirus sheas1	Gemycircularvirus	Genomoviridae	2384	complete			New Zealand	Ovis aries	feces	2012	Faeces associated gemycircularvirus 16 isolate 47_Fec80064_sheep, complete sequence
NC_030145	Faeces associated gemycircularvirus 19	RefSeq	2016-05-16	49_Fec80061_pig	Gemycircularvirus porci1	Gemycircularvirus	Genomoviridae	2308	complete			New Zealand	Sus scrofa	feces	2012	Faeces associated gemycircularvirus 19 isolate 49_Fec80061_pig, complete sequence
NC_030146	Faeces associated gemycircularvirus 22	RefSeq	2016-05-16	52_Fec78023_cow	Gemycircularvirus bovas1	Gemycircularvirus	Genomoviridae	2164	complete			New Zealand	Bos taurus	feces	2012	Faeces associated gemycircularvirus 22 isolate 52_Fec78023_cow, complete sequence
NC_030147	Faeces associated gemycircularvirus 15	RefSeq	2016-05-16	53_Fec7_dog	Gemygorvirus cania1	Gemygorvirus	Genomoviridae	2226	complete			New Zealand	Canis lupus familiaris	feces	2012	Faeces associated gemycircularvirus 15 isolate 53_Fec7_dog, complete sequence
NC_030148	Marbled eel polyomavirus	RefSeq	2016-05-16	AMV-1	Marbled eel polyomavirus		Polyomaviridae	14334	complete			Taiwan	Anguilla marmorata		2012-01	Marbled eel polyomavirus isolate AMV-1, complete genome
NC_030149	Bovine faeces associated circular DNA molecule 1	RefSeq	2016-05-16	5_Fec60361_cow	Bovine faeces associated circular DNA molecule 1			1474	complete			New Zealand	Sus scrofa domesticus	feces	2011	Bovine faeces associated circular DNA molecule 1 isolate 5_Fec60361_cow, complete sequence
NC_030150	Porcine faeces associated circular DNA molecule-1	RefSeq	2016-05-16	23_Fec22_cow	Porcine faeces associated circular DNA molecule-1			1280	complete			New Zealand	Bos taurus	feces	2012	Porcine faeces associated circular DNA molecule-1 isolate 23_Fec22_cow, complete sequence
NC_030151	Cervus papillomavirus 2	RefSeq	2016-05-16	BernieDPV	Epsilonpapillomavirus 2	Epsilonpapillomavirus	Papillomaviridae	8082	complete			New Zealand	Cervus		2013-06-01	Cervus papillomavirus 2 isolate BernieDPV, complete genome
NC_030152	Sclerotinia sclerotiorum mycoreovirus 4	RefSeq	2016-05-16	SX10	Sclerotinia sclerotiorum mycoreovirus 4	Mycoreovirus	Spinareoviridae	1512	complete		7	China	Sclerotinia sclerotiorum		2010-05-20	Sclerotinia sclerotiorum mycoreovirus 4 isolate SX10 segment 7, complete sequence
NC_030153	Sclerotinia sclerotiorum mycoreovirus 4	RefSeq	2016-05-16	SX10	Sclerotinia sclerotiorum mycoreovirus 4	Mycoreovirus	Spinareoviridae	1304	complete		8	China	Sclerotinia sclerotiorum		2010-05-20	Sclerotinia sclerotiorum mycoreovirus 4 isolate SX10 segment 8, complete sequence
NC_030154	Sclerotinia sclerotiorum mycoreovirus 4	RefSeq	2016-05-16	SX10	Sclerotinia sclerotiorum mycoreovirus 4	Mycoreovirus	Spinareoviridae	1223	complete		9	China	Sclerotinia sclerotiorum		2010-05-20	Sclerotinia sclerotiorum mycoreovirus 4 isolate SX10 segment 9, complete sequence
NC_030155	Sclerotinia sclerotiorum mycoreovirus 4	RefSeq	2016-05-16	SX10	Sclerotinia sclerotiorum mycoreovirus 4	Mycoreovirus	Spinareoviridae	1170	complete		10	China	Sclerotinia sclerotiorum		2010-05-20	Sclerotinia sclerotiorum mycoreovirus 4 isolate SX10 segment 10, complete sequence
NC_030156	Sclerotinia sclerotiorum mycoreovirus 4	RefSeq	2016-05-16	SX10	Sclerotinia sclerotiorum mycoreovirus 4	Mycoreovirus	Spinareoviridae	1093	complete		11	China	Sclerotinia sclerotiorum		2010-05-20	Sclerotinia sclerotiorum mycoreovirus 4 isolate SX10 segment 11, complete sequence
NC_030157	Sclerotinia sclerotiorum mycoreovirus 4	RefSeq	2016-05-16	SX10	Sclerotinia sclerotiorum mycoreovirus 4	Mycoreovirus	Spinareoviridae	1000	complete		12	China	Sclerotinia sclerotiorum		2010-05-20	Sclerotinia sclerotiorum mycoreovirus 4 isolate SX10 segment 12, complete sequence
NC_030158	Sclerotinia sclerotiorum mycoreovirus 4	RefSeq	2016-05-16	SX10	Sclerotinia sclerotiorum mycoreovirus 4	Mycoreovirus	Spinareoviridae	4143	complete		1	China	Sclerotinia sclerotiorum		2010-05-20	Sclerotinia sclerotiorum mycoreovirus 4 isolate SX10 segment 1, complete sequence
NC_030159	Sclerotinia sclerotiorum mycoreovirus 4	RefSeq	2016-05-16	SX10	Sclerotinia sclerotiorum mycoreovirus 4	Mycoreovirus	Spinareoviridae	2259	complete		4	China	Sclerotinia sclerotiorum		2010-05-20	Sclerotinia sclerotiorum mycoreovirus 4 isolate SX10 segment 4, complete sequence
NC_030160	Sclerotinia sclerotiorum mycoreovirus 4	RefSeq	2016-05-16	SX10	Sclerotinia sclerotiorum mycoreovirus 4	Mycoreovirus	Spinareoviridae	2029	complete		6	China	Sclerotinia sclerotiorum		2010-05-20	Sclerotinia sclerotiorum mycoreovirus 4 isolate SX10 segment 6, complete sequence
NC_030161	Sclerotinia sclerotiorum mycoreovirus 4	RefSeq	2016-05-16	SX10	Sclerotinia sclerotiorum mycoreovirus 4	Mycoreovirus	Spinareoviridae	3775	complete		2	China	Sclerotinia sclerotiorum		2010-05-20	Sclerotinia sclerotiorum mycoreovirus 4 isolate SX10 segment 2, complete sequence
NC_030162	Sclerotinia sclerotiorum mycoreovirus 4	RefSeq	2016-05-16	SX10	Sclerotinia sclerotiorum mycoreovirus 4	Mycoreovirus	Spinareoviridae	3307	complete		3	China	Sclerotinia sclerotiorum		2010-05-20	Sclerotinia sclerotiorum mycoreovirus 4 isolate SX10 segment 3, complete sequence
NC_030163	Sclerotinia sclerotiorum mycoreovirus 4	RefSeq	2016-05-16	SX10	Sclerotinia sclerotiorum mycoreovirus 4	Mycoreovirus	Spinareoviridae	2084	complete		5	China	Sclerotinia sclerotiorum		2010-05-20	Sclerotinia sclerotiorum mycoreovirus 4 isolate SX10 segment 5, complete sequence
NC_029991	Rhizoctonia oryzae-sativae mitovirus 1	RefSeq	2016-04-29	89-1	Triamitovirus rhor1	Triamitovirus	Mitoviridae	3038	complete			China	Ceratorhiza oryzae-sativae		2013-08-20	Rhizoctonia oryzae-sativae mitovirus 1 isolate 89-1, complete genome
NC_029992	Free State vervet virus	RefSeq	2016-04-29	VSAI1003	Epsilonarterivirus safriver	Epsilonarterivirus	Arteriviridae	15247	complete			South Africa	Chlorocebus		2010	Free State vervet virus isolate VSAI1003, complete genome
NC_029993	Alfalfa enamovirus 1	RefSeq	2016-04-29	Manfredi	Enamovirus AEV	Enamovirus	Solemoviridae	5726	complete			Argentina	Medicago sativa		2010-09-11	Alfalfa enamovirus-1 isolate Manfredi, complete genome
NC_029994	Tobacco leaf curl virus	RefSeq	2016-04-29	KH6	Tobacco leaf curl virus	Begomovirus	Geminiviridae	2762	complete			South Korea	Solanum lycopersicum		2015	Tobacco leaf curl virus isolate KH6, complete genome
NC_029995	Tomato yellow leaf curl Shuangbai virus - [Y4536]	RefSeq	2016-04-29	Y4536	Tomato yellow leaf curl Shuangbai virus	Begomovirus	Geminiviridae	2748	complete			China	Solanum lycopersicum		2014-11-11	Tomato yellow leaf curl Shuangbai virus - [Y4536], complete genome
NC_029996	Mocis latipes granulovirus	RefSeq	2016-04-29	Southern Brazil	Betabaculovirus molatipedis	Betabaculovirus	Baculoviridae	134272	complete			Brazil	Mocis			Mocis latipes granulovirus, complete genome
NC_029997	Urbanus proteus nucleopolyhedrovirus	RefSeq	2016-04-29	Southern Brazil	Alphabaculovirus urprotei	Alphabaculovirus	Baculoviridae	105555	complete			Brazil	Urbanus proteus			Urbanus proteus nucleopolyhedrovirus isolate Southern Brazil, complete genome
NC_029990	Maize yellow dwarf virus-RMV2	RefSeq	2016-04-28		Maize yellow mosaic virus	Polerovirus	Solemoviridae	5625	complete			China	Zea mays		2013-06-06	Maize yellow dwarf virus-RMV2, complete genome
NC_029989	Penicillium digitatum virus 1	RefSeq	2016-04-27		Penicillium digitatum virus 1		Totiviridae	5211	complete			China	Penicillium digitatum		2015-04-12	Penicillium digitatum virus 1 strain HS-RH1, complete genome
NC_029898	Bat mastadenovirus WIV9	RefSeq	2016-04-20	WIV9	Bat mastadenovirus C	Mastadenovirus	Adenoviridae	37545	complete			China	Rhinolophus sinicus		2012-05-19	Bat mastadenovirus WIV9, complete genome
NC_029899	Bat mastadenovirus WIV10	RefSeq	2016-04-20	WIV10	Bat mastadenovirus C	Mastadenovirus	Adenoviridae	37556	complete			China	Rhinolophus sinicus		2012-09-18	Bat mastadenovirus WIV10, complete genome
NC_029900	Potato necrosis virus	RefSeq	2016-04-20	QV323	Alphanecrovirus solani	Alphanecrovirus	Tombusviridae	3674	complete			United Kingdom	Solanum tuberosum		2005	Potato necrosis virus isolate QV323, complete genome
NC_029901	Zerdali virus	RefSeq	2016-04-20		Phlebovirus zerdaliense	Phlebovirus	Phenuiviridae	6403	complete		L	Turkey	Phlebotomus			Zerdali virus strain 37 segment L, complete sequence
NC_029902	Bat mastadenovirus WIV11	RefSeq	2016-04-20	WIV11	Bat mastadenovirus C	Mastadenovirus	Adenoviridae	38073	complete			China	Rhinolophus sinicus		2012-09-18	Bat mastadenovirus WIV11, complete genome
NC_029903	Toros virus	RefSeq	2016-04-20		Phlebovirus torosense	Phlebovirus	Phenuiviridae	6456	complete		L	Turkey	Phlebotomus			Toros virus strain 213 segment L, complete sequence
NC_029904	Callinectes sapidus reovirus 1	RefSeq	2016-04-20	X45	Callinectes sapidus reovirus 1			4300	complete		1	USA	Callinectes sapidus		2008	Callinectes sapidus reovirus 1 segment 1 VP1 gene, complete cds
NC_029905	Enterovirus SEV-gx	RefSeq	2016-04-20	SEV-gx	Enterovirus L	Enterovirus	Picornaviridae	7367	complete			China	Macaca mulatta		2014-05-17	Enterovirus SEV-gx, complete genome
NC_029906	Barley virus G	RefSeq	2016-04-20	Gimje	Barley virus G	Polerovirus	Solemoviridae	5620	complete			South Korea	Hordeum vulgare		2015-05-01	Barley virus G isolate Gimje, complete genome
NC_029907	Cucurbit yellow mosaic alphasatellite	RefSeq	2016-04-20	51SA	Cucurbit yellow mosaic alphasatellite		Alphasatellitidae	1335	complete			Pakistan	Cucurbita pepo	plant leaf	2012-09-05	Cucurbit yellow mosaic alphasatellite isolate 51SA, complete sequence
NC_029911	Mahlapitsi orthoreovirus	RefSeq	2016-04-20	2511	Mahlapitsi orthoreovirus	Orthoreovirus	Spinareoviridae	3925	complete		L2	South Africa	Eucampsipoda africana			Mahlapitsi virus isolate 2511 segment L2, complete sequence
NC_029912	Mahlapitsi orthoreovirus	RefSeq	2016-04-20	2511	Mahlapitsi orthoreovirus	Orthoreovirus	Spinareoviridae	3846	complete		L3	South Africa	Eucampsipoda africana			Mahlapitsi virus isolate 2511 segment L3, complete sequence
NC_029913	Mahlapitsi orthoreovirus	RefSeq	2016-04-20	2511	Mahlapitsi orthoreovirus	Orthoreovirus	Spinareoviridae	2341	complete		M1	South Africa	Eucampsipoda africana			Mahlapitsi virus isolate 2511 segment M1, complete sequence
NC_029914	Mahlapitsi orthoreovirus	RefSeq	2016-04-20	2511	Mahlapitsi orthoreovirus	Orthoreovirus	Spinareoviridae	2112	complete		M3	South Africa	Eucampsipoda africana			Mahlapitsi virus isolate 2511 segment M3, complete sequence
NC_029915	Mahlapitsi orthoreovirus	RefSeq	2016-04-20	2511	Mahlapitsi orthoreovirus	Orthoreovirus	Spinareoviridae	1322	complete		S1	South Africa	Eucampsipoda africana			Mahlapitsi virus isolate 2511 segment S1, complete sequence
NC_029916	Mahlapitsi orthoreovirus	RefSeq	2016-04-20	2511	Mahlapitsi orthoreovirus	Orthoreovirus	Spinareoviridae	1209	complete		S3	South Africa	Eucampsipoda africana			Mahlapitsi virus isolate 2511 segment S3, complete sequence
NC_029917	Mahlapitsi orthoreovirus	RefSeq	2016-04-20	2511	Mahlapitsi orthoreovirus	Orthoreovirus	Spinareoviridae	3950	complete		L1	South Africa	Eucampsipoda africana			Mahlapitsi virus isolate 2511 segment L1, complete sequence
NC_029918	Mahlapitsi orthoreovirus	RefSeq	2016-04-20	2511	Mahlapitsi orthoreovirus	Orthoreovirus	Spinareoviridae	2145	complete		M2	South Africa	Eucampsipoda africana			Mahlapitsi virus isolate 2511 segment M2, complete sequence
NC_029919	Mahlapitsi orthoreovirus	RefSeq	2016-04-20	2511	Mahlapitsi orthoreovirus	Orthoreovirus	Spinareoviridae	1277	complete		S2	South Africa	Eucampsipoda africana			Mahlapitsi virus isolate 2511 segment S2, complete sequence
