acc	refseq_len	segment_name	superkingdom	kingdom	family	genus	species
NC_029015	33509	segment	Viruses	Heunggongvirae	Peduoviridae	Senquatrovirus	Senquatrovirus SEN4
NC_028701	33509	segment	Viruses	Heunggongvirae	Peduoviridae	Senquatrovirus	Senquatrovirus SEN4
NC_047753	35203	segment	Viruses	Heunggongvirae	Peduoviridae	Felsduovirus	Felsduovirus SEN8
NC_031936	49979	segment	Viruses	Heunggongvirae		Galunavirus	Galunavirus GAL1
NC_030902	41207	segment	Viruses	Heunggongvirae			Gordonia phage GMA1
NC_030939	45537	segment	Viruses	Heunggongvirae			Gordonia phage GMA4
NC_030907	17562	segment	Viruses	Heunggongvirae			Gordonia phage GMA5
NC_030935	17727	segment	Viruses	Heunggongvirae			Gordonia phage GRU3
NC_028665	56982	segment	Viruses	Heunggongvirae		Dexdertvirus	Dexdertvirus GTE6
NC_028653	67617	segment	Viruses	Heunggongvirae	Zierdtviridae	Foxborovirus	Foxborovirus GTE8
NC_030916	56212	segment	Viruses	Heunggongvirae			Tsukamurella phage TPA4
NC_028896	32675	segment	Viruses	Heunggongvirae	Peduoviridae	Peduovirus	Peduovirus pro147
NC_028943	29237	segment	Viruses	Heunggongvirae	Peduoviridae	Peduovirus	Peduovirus pro483
NC_055708	170020	segment	Viruses	Heunggongvirae	Straboviridae	Mosigvirus	Mosigvirus atk47
NC_054905	167318	segment	Viruses	Heunggongvirae	Straboviridae	Tequatrovirus	Tequatrovirus kha5h
NC_054903	166514	segment	Viruses	Heunggongvirae	Straboviridae	Tequatrovirus	Tequatrovirus gizh
NC_054902	168496	segment	Viruses	Heunggongvirae	Straboviridae	Tequatrovirus	Tequatrovirus aplgate
NC_029081	45633	segment	Viruses	Heunggongvirae	Autographiviridae	Phimunavirus	Phimunavirus peat1
NC_054952	159514	segment	Viruses	Heunggongvirae		Menderavirus	Menderavirus IMESM1
NC_031084	29249	segment	Viruses	Heunggongvirae		Pahexavirus	Propionibacterium phage BruceLethal
NC_031119	29347	segment	Viruses	Heunggongvirae		Pahexavirus	Propionibacterium phage Enoki
NC_031003	29254	segment	Viruses	Heunggongvirae		Pahexavirus	Propionibacterium phage Moyashi
NC_031005	29338	segment	Viruses	Heunggongvirae		Pahexavirus	Propionibacterium phage QueenBey
NC_048632	55391	segment	Viruses	Heunggongvirae	Casjensviridae	Chivirus	Chivirus cv35
NC_029071	41085	segment	Viruses	Heunggongvirae	Drexlerviridae	Tlsvirus	Tlsvirus tv36
NC_029045	60216	segment	Viruses	Heunggongvirae	Casjensviridae	Chivirus	Chivirus cv37
NC_029042	156833	segment	Viruses	Heunggongvirae	Ackermannviridae	Kuttervirus	Kuttervirus kv38
NC_029094	131903	segment	Viruses	Heunggongvirae		Shandongvirus	Shandongvirus H101
NC_031047	170770	segment	Viruses	Heunggongvirae	Straboviridae	Tequatrovirus	Tequatrovirus hy03
NC_031053	50934	segment	Viruses	Heunggongvirae	Drexlerviridae	Webervirus	Webervirus PKP126
NC_031095	168758	segment	Viruses	Heunggongvirae	Straboviridae	Jiaodavirus	Jiaodavirus pko111
NC_027629	28876	segment	Viruses	Heunggongvirae		Pahexavirus	Pahexavirus attacne
NC_041954	29339	segment	Viruses	Heunggongvirae		Pahexavirus	Pahexavirus keiki
NC_027625	29461	segment	Viruses	Heunggongvirae		Pahexavirus	Pahexavirus kubed
NC_027628	29517	segment	Viruses	Heunggongvirae		Pahexavirus	Pahexavirus lauchelly
NC_027620	29726	segment	Viruses	Heunggongvirae		Pahexavirus	Pahexavirus mrAK
NC_027630	29506	segment	Viruses	Heunggongvirae		Pahexavirus	Pahexavirus ouroboros
NC_027623	29324	segment	Viruses	Heunggongvirae		Pahexavirus	Pahexavirus pirate
NC_027626	29347	segment	Viruses	Heunggongvirae		Pahexavirus	Pahexavirus procrass1
NC_027624	29594	segment	Viruses	Heunggongvirae		Pahexavirus	Pahexavirus SKKY
NC_027627	29440	segment	Viruses	Heunggongvirae		Pahexavirus	Pahexavirus solid
NC_027622	29330	segment	Viruses	Heunggongvirae		Pahexavirus	Pahexavirus stormborn
NC_027621	29463	segment	Viruses	Heunggongvirae		Pahexavirus	Pahexavirus wizzo
NC_029091	168771	segment	Viruses	Heunggongvirae	Straboviridae	Mosigvirus	Mosigvirus mar005p1
NC_047754	103737	segment	Viruses	Heunggongvirae	Demerecviridae	Tequintavirus	Tequintavirus APCEc03
NC_041869	135400	segment	Viruses	Heunggongvirae		Vequintavirus	Vequintavirus APECc02
NC_028449	63569	segment	Viruses	Heunggongvirae		Oslovirus	Oslovirus PA2
NC_041935	61292	segment	Viruses	Heunggongvirae		Traversvirus	Traversvirus PA28
NC_028792	56826	segment	Viruses	Heunggongvirae		Cheoctovirus	Cheoctovirus kimberlium
NC_029097	44496	segment	Viruses	Heunggongvirae		Titanvirus	Titanvirus rctitan
NC_041963	44194	segment	Viruses	Heunggongvirae		Titanvirus	Titanvirus rcspartan
NC_028954	36065	segment	Viruses	Heunggongvirae		Cronusvirus	Cronusvirus cronus
NC_042049	35985	segment	Viruses	Heunggongvirae		Cronusvirus	Cronusvirus cronus
NC_047755	39210	segment	Viruses	Heunggongvirae	Autographiviridae	Teetrevirus	Teetrevirus YeF10
NC_028091	196300	segment	Viruses	Bamfordvirae	Phycodnaviridae	Prasinovirus	Ostreococcus lucimarinus virus 2
NC_028093	182309	segment	Viruses	Bamfordvirae	Phycodnaviridae	Prasinovirus	Ostreococcus lucimarinus virus 7
NC_028092	193301	segment	Viruses	Bamfordvirae	Phycodnaviridae	Prasinovirus	Ostreococcus mediterraneus virus 1
NC_029106	62220	segment	Viruses	Heunggongvirae	Casjensviridae	Fengtaivirus	Fengtaivirus Axp2
NC_028908	72825	segment	Viruses	Heunggongvirae	Schitoviridae	Dongdastvirus	Dongdastvirus Axp3
NC_029100	33399	segment	Viruses	Heunggongvirae			Pseudoalteromonas phage Pq0
NC_028977	41054	segment	Viruses	Heunggongvirae	Autographiviridae	Przondovirus	Przondovirus KpV289
NC_028847	170527	segment	Viruses	Heunggongvirae	Straboviridae	Dhakavirus	Dhakavirus ql01
NC_028860	52392	segment	Viruses	Heunggongvirae		Fromanvirus	Fromanvirus astro
NC_028802	49158	segment	Viruses	Heunggongvirae		Benedictvirus	Benedictvirus unionjack
NC_028904	49452	segment	Viruses	Heunggongvirae		Camvirus	Camvirus amela
NC_028691	68227	segment	Viruses	Heunggongvirae		Pegunavirus	Pegunavirus apizium
NC_029013	177688	segment	Viruses	Heunggongvirae	Straboviridae	Pseudotevenvirus	Pseudotevenvirus imecf2
NC_028937	58338	segment	Viruses	Heunggongvirae		Cheoctovirus	Cheoctovirus ovechkin
NC_028976	50113	segment	Viruses	Heunggongvirae		Likavirus	Likavirus izzy
NC_028827	50165	segment	Viruses	Heunggongvirae		Likavirus	Likavirus lannister
NC_028862	44222	segment	Viruses	Heunggongvirae		Triavirus	Triavirus tv2
NC_041870	66158	segment	Viruses	Heunggongvirae		Pbunavirus	Pbunavirus DP1
NC_028850	41449	segment	Viruses	Heunggongvirae	Autographiviridae	Aghbyvirus	Aghbyvirus ISAO8
NC_029078	34997	segment	Viruses	Heunggongvirae			Erysipelothrix phage SE-1
NC_028685	62851	segment	Viruses	Heunggongvirae		Oslovirus	Oslovirus VASD
NC_028804	52643	segment	Viruses	Heunggongvirae		Fromanvirus	Mycobacterium phage Barriga
NC_028889	59416	segment	Viruses	Heunggongvirae		Cheoctovirus	Cheoctovirus florinda
NC_042050	67277	segment	Viruses	Heunggongvirae		Rosebushvirus	Rosebushvirus godines
NC_028815	51355	segment	Viruses	Heunggongvirae		Fromanvirus	Mycobacterium phage Nhonho
NC_028681	68367	segment	Viruses	Heunggongvirae		Pegunavirus	Pegunavirus suffolk
NC_028751	58671	segment	Viruses	Heunggongvirae		Cheoctovirus	Mycobacterium phage Quico
NC_028782	40024	segment	Viruses	Heunggongvirae		Pagevirus	Bacillus phage Pavlov
NC_047756	80297	segment	Viruses	Heunggongvirae		Sansavirus	Caulobacter virus Sansa
NC_047757	85138	segment	Viruses	Heunggongvirae		Seussvirus	Seussvirus seuss
NC_028857	172733	segment	Viruses	Heunggongvirae	Straboviridae	Moonvirus	Moonvirus merlin
NC_028247	90000	segment	Viruses	Heunggongvirae		Mooglevirus	Mooglevirus mordin
NC_041871	135391	segment	Viruses	Heunggongvirae		Vequintavirus	Vequintavirus murica
NC_028750	176081	segment	Viruses	Heunggongvirae	Straboviridae	Slopekvirus	Slopekvirus matisse
NC_041981	176055	segment	Viruses	Heunggongvirae	Straboviridae	Slopekvirus	Klebsiella virus Miro
NC_028774	48754	segment	Viruses	Heunggongvirae	Drexlerviridae	Webervirus	Webervirus sushi
NC_027867	651523	segment	Viruses				Mollivirus sibericum
NC_029017	73420	segment	Viruses	Heunggongvirae	Schitoviridae	Luzseptimavirus	Luzseptimavirus KPP21
NC_029079	75339	segment	Viruses	Heunggongvirae		Kostyavirus	Kostyavirus toto
NC_028785	72790	segment	Viruses	Heunggongvirae		Kostyavirus	Mycobacterium phage NelitzaMV
NC_027707	241564	segment	Viruses	Bamfordvirae	Poxviridae	Salmonpoxvirus	Salmon gillpox virus
NC_041958	63513	segment	Viruses	Heunggongvirae		Xiamenvirus	Xiamenvirus RDJL2
NC_041980	175814	segment	Viruses	Heunggongvirae	Straboviridae	Slopekvirus	Slopekvirus eap3
NC_028672	149732	segment	Viruses	Heunggongvirae		Certrevirus	Certrevirus PBES02
NC_047758	44539	segment	Viruses	Heunggongvirae	Autographiviridae	Kotilavirus	Kotilavirus PPWS1
NC_028899	222888	segment	Viruses	Heunggongvirae		Chiangmaivirus	Chiangmaivirus RSF1
NC_028892	49949	segment	Viruses	Heunggongvirae		Likavirus	Likavirus caliburn
NC_042051	49562	segment	Viruses	Heunggongvirae		Likavirus	Likavirus aaronocolus
NC_041860	50773	segment	Viruses	Heunggongvirae		Likavirus	Likavirus danzina
NC_042052	50727	segment	Viruses	Heunggongvirae		Likavirus	Likavirus hydra
NC_028890	162486	segment	Viruses	Heunggongvirae	Herelleviridae	Tsarbombavirus	Tsarbombavirus tsarbomba
NC_028662	50418	segment	Viruses	Heunggongvirae		Phleivirus	Phleivirus Phlei
NC_028967	29605	segment	Viruses	Heunggongvirae		Pahexavirus	Propionibacterium phage PAC1
NC_028807	43150	segment	Viruses	Heunggongvirae			Streptomyces phage SF1
NC_028952	60934	segment	Viruses	Heunggongvirae			Streptomyces phage SF3
NC_028805	126341	segment	Viruses	Heunggongvirae		Jenstvirus	Jenstvirus jenst
NC_028969	52955	segment	Viruses	Heunggongvirae		Jimmervirus	Jimmervirus osiris
NC_028749	134270	segment	Viruses	Heunggongvirae			Brevibacillus phage Sundance
NC_027778	124244	segment	Viruses	Bamfordvirae	Iridoviridae	Megalocytivirus	Scale drop disease virus
NC_028968	71214	segment	Viruses	Heunggongvirae		Coopervirus	Coopervirus brownCNA
NC_028844	57293	segment	Viruses	Heunggongvirae		Cheoctovirus	Cheoctovirus phatniss
NC_028946	59652	segment	Viruses	Heunggongvirae		Cheoctovirus	Cheoctovirus dante
NC_028747	47618	segment	Viruses	Heunggongvirae		Fishburnevirus	Fishburnevirus brusacoram
NC_028686	166313	segment	Viruses	Heunggongvirae	Straboviridae	Jiaodavirus	Jiaodavirus jd18
NC_028692	15524	segment	Viruses	Heunggongvirae		Decurrovirus	Decurrovirus decurro
NC_028897	49421	segment	Viruses	Heunggongvirae		Benedictvirus	Benedictvirus chadwick
NC_029118	24847	segment	Viruses	Heunggongvirae		Chertseyvirus	Chertseyvirus GE1
NC_028965	53219	segment	Viruses	Heunggongvirae		Fromanvirus	Mycobacterium phage Pioneer
NC_028784	51409	segment	Viruses	Heunggongvirae		Fromanvirus	Mycobacterium phage Tasp14
NC_028669	43012	segment	Viruses	Heunggongvirae		Phietavirus	Phietavirus JB
NC_031086	40570	segment	Viruses	Heunggongvirae	Autographiviridae	Friunavirus	Friunavirus AB6
NC_028810	52357	segment	Viruses	Heunggongvirae		Fromanvirus	Mycobacterium phage Rufus
NC_028887	167431	segment	Viruses	Heunggongvirae	Herelleviridae	Bequatrovirus	Bequatrovirus avesobmore
NC_047759	43872	segment	Viruses	Heunggongvirae	Autographiviridae	Stompvirus	Stompvirus BF2512
NC_028936	59052	segment	Viruses	Heunggongvirae		Anayavirus	Mycobacterium phage Enkosi
NC_028869	153714	segment	Viruses	Heunggongvirae		Bixzunavirus	Bixzunavirus hyro
NC_028843	75816	segment	Viruses	Heunggongvirae	Vilmaviridae	Lumosvirus	Lumosvirus lolly9
NC_028961	55094	segment	Viruses	Heunggongvirae		Cheoctovirus	Cheoctovirus poptart
NC_028813	57766	segment	Viruses	Heunggongvirae		Cheoctovirus	Mycobacterium phage Seagreen
NC_028778	75626	segment	Viruses	Heunggongvirae	Vilmaviridae	Lumosvirus	Mycobacterium phage Snenia
NC_028910	55617	segment	Viruses	Heunggongvirae		Cheoctovirus	Cheoctovirus xfactor
NC_028695	40491	segment	Viruses	Heunggongvirae			Enterobacter phage phiEap-2
NC_041930	49879	segment	Viruses	Heunggongvirae		Marthavirus	Marthavirus brent
NC_028688	40114	segment	Viruses	Heunggongvirae	Autographiviridae	Przondovirus	Przondovirus Kp1
NC_028664	43963	segment	Viruses	Heunggongvirae	Autographiviridae	Drulisvirus	Drulisvirus Kp2
NC_028684	41563	segment	Viruses	Heunggongvirae	Autographiviridae	Friunavirus	Friunavirus PD6A3
NC_028679	40938	segment	Viruses	Heunggongvirae	Autographiviridae	Friunavirus	Friunavirus PDAB9
NC_029092	44974	segment	Viruses	Heunggongvirae	Autographiviridae	Percyvirus	Percyvirus percy
NC_028755	178182	segment	Viruses	Heunggongvirae	Straboviridae	Pseudotevenvirus	Pseudotevenvirus margaery
NC_031920	41105	segment	Viruses	Heunggongvirae			Streptococcus phage phiARI0004
NC_031910	41887	segment	Viruses	Heunggongvirae			Streptococcus phage phiARI0031
NC_031901	42927	segment	Viruses	Heunggongvirae			Streptococcus phage phiARI0131-1
NC_031941	34563	segment	Viruses	Heunggongvirae			Streptococcus phage phiARI0131-2
NC_031913	41807	segment	Viruses	Heunggongvirae			Streptococcus phage phiARI0460-1
NC_031942	40498	segment	Viruses	Heunggongvirae			Streptococcus phage phiARI0462
NC_031929	41063	segment	Viruses	Heunggongvirae			Streptococcus phage phiARI0468-1
NC_031923	42186	segment	Viruses	Heunggongvirae			Streptococcus phage phiARI0468-2
NC_031915	37395	segment	Viruses	Heunggongvirae		Paclarkvirus	Paclarkvirus ARI04684
NC_031907	33181	segment	Viruses	Heunggongvirae			Streptococcus phage phiARI0746
NC_030946	33477	segment	Viruses	Heunggongvirae			Streptococcus phage phiARI0923
NC_028828	52055	segment	Viruses	Heunggongvirae		Fromanvirus	Mycobacterium phage TheloniousMonk
NC_041977	89596	segment	Viruses	Heunggongvirae		Mooglevirus	Mooglevirus mordin
NC_028941	51161	segment	Viruses	Heunggongvirae		Fromanvirus	Mycobacterium phage Turj99
NC_028697	33900	segment	Viruses	Heunggongvirae			Streptococcus phage A25
NC_028677	46596	segment	Viruses	Heunggongvirae		Rerduovirus	Rerduovirus RER2
NC_053504	75586	segment	Viruses	Heunggongvirae	Vilmaviridae	Lumosvirus	Lumosvirus lumos
NC_028932	52088	segment	Viruses	Heunggongvirae		Fromanvirus	Mycobacterium phage Serenity
NC_029070	41620	segment	Viruses	Heunggongvirae	Autographiviridae	Cronosvirus	Cronosvirus DevCD23823
NC_004462	19604	segment	Viruses	Helvetiavirae	Matshushitaviridae	Hukuchivirus	Hukuchivirus IN93
NC_038333	29474	segment	Viruses	Bamfordvirae	Adenoviridae	Mastadenovirus	Dolphin mastadenovirus B
NC_028817	93879	segment	Viruses	Heunggongvirae		Pakpunavirus	Pseudomonas phage K8
NC_029083	93464	segment	Viruses	Heunggongvirae		Pakpunavirus	Pseudomonas phage PaoP5
NC_028826	42265	segment	Viruses	Heunggongvirae			Enterococcus phage IME-EFm5
NC_028930	54439	segment	Viruses	Heunggongvirae		Halcyonevirus	Halcyonevirus tripp
NC_028744	53141	segment	Viruses	Heunggongvirae		Fromanvirus	Mycobacterium phage LadyBird
NC_028874	50614	segment	Viruses	Heunggongvirae		Fromanvirus	Mycobacterium phage Pari
NC_028960	51543	segment	Viruses	Heunggongvirae		Benedictvirus	Benedictvirus theia
NC_028980	62181	segment	Viruses	Heunggongvirae	Mesyanzhinovviridae	Yuavirus	Pseudomonas virus PAE1
NC_031264	46877	segment	Viruses	Heunggongvirae			Brucella phage BiPBO1
NC_028878	76271	segment	Viruses	Heunggongvirae	Vilmaviridae	Faithunavirus	Faithunavirus archie
NC_028759	58065	segment	Viruses	Heunggongvirae		Timquatrovirus	Timquatrovirus mufasa
NC_028808	90743	segment	Viruses	Heunggongvirae		Suspvirus	Suspvirus SUSP1
NC_028935	88698	segment	Viruses	Heunggongvirae		Suspvirus	Suspvirus SUSP2
NC_028659	142987	segment	Viruses	Heunggongvirae		Mydovirus	Mydovirus KB57
NC_028831	61235	segment	Viruses	Heunggongvirae		Seuratvirus	Escherichia phage slur01
NC_028927	167298	segment	Viruses	Heunggongvirae	Straboviridae	Tequatrovirus	Tequatrovirus slur02
NC_028248	136896	segment	Viruses	Heunggongvirae		Vequintavirus	Vequintavirus slur16
NC_042129	167467	segment	Viruses	Heunggongvirae	Straboviridae	Tequatrovirus	Tequatrovirus slur03
NC_042130	167298	segment	Viruses	Heunggongvirae	Straboviridae	Tequatrovirus	Tequatrovirus slur02
NC_028901	43900	segment	Viruses	Heunggongvirae		Dhillonvirus	Escherichia phage slur05
NC_028780	167124	segment	Viruses	Heunggongvirae	Straboviridae	Tequatrovirus	Tequatrovirus slur07
NC_028448	167467	segment	Viruses	Heunggongvirae	Straboviridae	Tequatrovirus	Tequatrovirus slur03
NC_031465	360610	segment	Viruses	Bamfordvirae	Marseilleviridae	Marseillevirus	Golden Marseillevirus
NC_028840	111751	segment	Viruses	Heunggongvirae	Demerecviridae	Tequintavirus	Tequintavirus slur09
NC_048200	40466	segment	Viruses	Heunggongvirae	Autographiviridae	Ghunavirus	Ghunavirus shl2
NC_048201	40242	segment	Viruses	Heunggongvirae	Autographiviridae	Ghunavirus	Ghunavirus 17A
NC_029065	98765	segment	Viruses	Heunggongvirae		Otagovirus	Otagovirus VCM
NC_029119	127726	segment	Viruses	Heunggongvirae			Staphylococcus phage SPbeta-like
NC_028821	40670	segment	Viruses	Heunggongvirae			Staphylococcus phage StB20-like
NC_028938	22613	segment	Viruses		Ampullaviridae	Bottigliavirus	Bottigliavirus ABV2
NC_028787	28489	segment	Viruses		Ampullaviridae	Bottigliavirus	Bottigliavirus ABV3
NC_029314	29763	segment	Viruses	Zilligvirae	Rudiviridae	Hoswirudivirus	Hoswirudivirus ARV2
NC_028651	19351	segment	Viruses				Hydrogenobaculum phage 1
NC_029103	64323	segment	Viruses		Bicaudaviridae		Sulfolobus monocaudavirus SMV3
NC_029011	51711	segment	Viruses		Bicaudaviridae		Sulfolobus monocaudavirus SMV4
NC_029027	40860	segment	Viruses				Sulfolobales virus YNP1
NC_028992	34783	segment	Viruses				Sulfolobales Virus YNP2
NC_028789	18609	segment	Viruses	Heunggongvirae	Salasmaviridae	Mingyongvirus	Mingyongvirus VMY22
NC_028680	50515	segment	Viruses	Heunggongvirae		Fromanvirus	Mycobacterium phage Pepe
NC_042046	47319	segment	Viruses	Heunggongvirae	Drexlerviridae	Rogunavirus	Rogunavirus C119
NC_028987	41243	segment	Viruses	Heunggongvirae	Autographiviridae	Friunavirus	Friunavirus IME200
NC_028652	94109	segment	Viruses	Heunggongvirae		Pakpunavirus	Pseudomonas phage C11
NC_028655	39235	segment	Viruses	Heunggongvirae	Autographiviridae	Apdecimavirus	Apdecimavirus AP10
NC_048634	41960	segment	Viruses	Heunggongvirae		Biseptimavirus	Biseptimavirus P282
NC_048635	40448	segment	Viruses	Heunggongvirae		Biseptimavirus	Biseptimavirus P630
NC_030848	31314	segment	Viruses	Helvetiavirae	Sphaerolipoviridae	Alphasphaerolipovirus	Alphasphaerolipovirus HCIV1
NC_028888	39474	segment	Viruses	Heunggongvirae		Colunavirus	Colunavirus CL1
NC_028835	38751	segment	Viruses	Heunggongvirae		Colunavirus	Colunavirus CL2
NC_028830	34155	segment	Viruses	Heunggongvirae		Iaduovirus	Iaduovirus iA2
NC_028783	39399	segment	Viruses	Heunggongvirae		Pleetrevirus	Pleetrevirus iLp84
NC_028911	34176	segment	Viruses	Heunggongvirae		Colunavirus	Colunavirus iLp1308
NC_028654	56275	segment	Viruses	Heunggongvirae		Cheoctovirus	Cheoctovirus sparkdehlily
NC_028678	56669	segment	Viruses	Heunggongvirae		Cheoctovirus	Mycobacterium phage Cabrinians
NC_041872	88308	segment	Viruses	Heunggongvirae		Fipvunavirus	Fipvunavirus Fpv4
NC_028667	39593	segment	Viruses	Heunggongvirae		Beetrevirus	Beetrevirus PM105
NC_028694	29407	segment	Viruses	Heunggongvirae		Pahexavirus	Propionibacterium phage PA1-14
NC_028670	44203	segment	Viruses	Heunggongvirae	Autographiviridae	Drulisvirus	Drulisvirus KpV41
NC_047866	42167	segment	Viruses	Heunggongvirae	Autographiviridae	Ahphunavirus	Ahphunavirus Ahp1
NC_029016	58000	segment	Viruses	Heunggongvirae		Saphexavirus	Enterococcus phage vB_EfaS_IME198
NC_028693	18655	segment	Viruses	Heunggongvirae	Rountreeviridae	Copernicusvirus	Copernicusvirus IME195
NC_028990	38886	segment	Viruses	Heunggongvirae		Efquatrovirus	Efquatrovirus IME196
NC_028671	41098	segment	Viruses	Heunggongvirae			Enterococcus phage vB_EfaS_IME197
NC_049931	18838	segment	Viruses	Heunggongvirae	Rountreeviridae	Minhovirus	Minhovirus IME199
NC_041964	63560	segment	Viruses	Heunggongvirae		Kochitakasuvirus	Kochitakasuvirus R18
NC_030940	32637	segment	Viruses	Heunggongvirae	Peduoviridae	Phitrevirus	Phitrevirus phi3
NC_042140	165213	segment	Viruses	Heunggongvirae	Herelleviridae	Caeruleovirus	Caeruleovirus BM15
NC_028687	51637	segment	Viruses	Heunggongvirae		Backyardiganvirus	Mycobacterium phage Iracema64
NC_029005	56451	segment	Viruses	Heunggongvirae		Woodruffvirus	Streptomyces phage phiSAJS1
NC_028657	60919	segment	Viruses	Heunggongvirae			Pseudomonas phage YMC11/02/R656
NC_028661	41149	segment	Viruses	Heunggongvirae	Autographiviridae	Ghunavirus	Ghunavirus PPPL1
NC_031943	40470	segment	Viruses	Heunggongvirae	Autographiviridae	Kayfunavirus	Kayfunavirus GA2A
NC_047760	79099	segment	Viruses	Heunggongvirae		Lenusvirus	Lenusvirus SAC12
NC_048633	44696	segment	Viruses	Heunggongvirae		Hubeivirus	Hubeivirus MY192
NC_047761	41310	segment	Viruses	Heunggongvirae	Autographiviridae	Przondovirus	Przondovirus IME205
NC_041873	50298	segment	Viruses	Heunggongvirae	Drexlerviridae	Tunavirus	Tunavirus JMPW2
NC_041874	49628	segment	Viruses	Heunggongvirae	Drexlerviridae	Tunavirus	Tunavirus JMPW1
NC_041949	59173	segment	Viruses	Heunggongvirae		Amigovirus	Amigovirus amigo
NC_041938	43075	segment	Viruses	Heunggongvirae		Korravirus	Korravirus bennie
